sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.food.yogurt.2.2.standard.H	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	food	not applicable	yogurt	yogurt_container_2	food.yogurt.2.2	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A11	35.7	49.4	0.214	0.036	0.168	1	0.036	0.045	0.042	0.04	0.039	0.299	0.118	0.116	0.079	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.food.yogurt.2.3.standard.H	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	food	not applicable	yogurt	yogurt_container_2	food.yogurt.2.3	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B11	13.32	56.76	0.033	0.014	0.424	1.75	0.008	0.045	0.042	0.04	0.039	0.081	0.059	0.051	0.042	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.hbm.W.1.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	milk	not applicable	human milk	human.milk.W	milk.human.W.1	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.W	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	A1	19.38	5.2	0.088	0.02	0.227	1.25	0.016	0.045	0.042	0.04	0.039	0.138	0.067	0.061	0.044	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.W.2.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	milk	not applicable	human milk	human.milk.W	milk.human.W.2	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.W	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	B1	27.664	6.87	0.094	0.028	0.298	1.333	0.021	0.045	0.042	0.04	0.039	0.145	0.076	0.067	0.045	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.W.3.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	milk	not applicable	human milk	human.milk.W	milk.human.W.3	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.W	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	C1	23.609	7.29	0.095	0.024	0.253	1.2	0.02	0.045	0.042	0.04	0.039	0.151	0.077	0.071	0.05	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.X.1.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	milk	not applicable	human milk	human.milk.X	milk.human.X.1	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.X	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	D1	17.457	6.9	0.067	0.018	0.269	1.385	0.013	0.045	0.042	0.04	0.039	0.118	0.066	0.059	0.045	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.X.2.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	milk	not applicable	human milk	human.milk.X	milk.human.X.2	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.X	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	E1	17.558	7.1	0.066	0.018	0.273	1.385	0.013	0.045	0.042	0.04	0.039	0.119	0.068	0.061	0.047	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.X.3.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	milk	not applicable	human milk	human.milk.X	milk.human.X.3	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.X	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	F1	17.753	4.29	0.067	0.018	0.269	1.385	0.013	0.045	0.042	0.04	0.039	0.116	0.064	0.057	0.043	12201	human metagenome	646099	Knight sample set for testing
12201.mc.d1.1.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d1	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A10	7.138	49.28	0.018	0.008	0.444	2.667	0.003	0.045	0.042	0.04	0.039	0.073	0.06	0.053	0.049	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d1.2.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d1	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B10	10.244	72.78	0.02	0.011	0.55	2.2	0.005	0.045	0.042	0.04	0.039	0.067	0.055	0.047	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d1.3.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d1	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C10	13.38	75.56	0.024	0.014	0.583	2	0.007	0.045	0.042	0.04	0.039	0.071	0.058	0.049	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d2.1.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d2	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	D10	24.661	62.86	0.038	0.025	0.658	1.923	0.013	0.045	0.042	0.04	0.039	0.1	0.084	0.07	0.056	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d2.2.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d2	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E10	15.461	45.8	0.03	0.016	0.533	2	0.008	0.045	0.042	0.04	0.039	0.083	0.066	0.056	0.047	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d2.3.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d2	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F10	12.456	45.38	0.024	0.013	0.542	2.167	0.006	0.045	0.042	0.04	0.039	0.073	0.059	0.05	0.043	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d3.1.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d3	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G10	14.881	27.83	0.028	0.015	0.536	1.875	0.008	0.045	0.042	0.04	0.039	0.076	0.06	0.051	0.042	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d3.2.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d3	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H10	14.749	24.89	0.03	0.015	0.5	1.875	0.008	0.045	0.042	0.04	0.039	0.077	0.059	0.05	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d3.3.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d3	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A11	13.26	30.44	0.025	0.014	0.56	2	0.007	0.045	0.042	0.04	0.039	0.073	0.059	0.05	0.042	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d4.1.standard.L	not applicable	1	PowerSoil	PowerSoil r1	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d4	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B11	14.344	7.98	0.024	0.015	0.625	2.5	0.006	0.045	0.042	0.04	0.039	0.071	0.059	0.048	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
